participant_id,total_points
4,21.44389233954451
10,20.919565217391305
5,20.83913043478261
6,18.133333333333333
14,17.792028985507244
9,17.181987577639752
12,16.598136645962732
2,15.801552795031055
8,15.035714285714285
3,12.222981366459626
13,12.103416149068323
11,11.831987577639751
7,10.392857142857142
1,9.703416149068323
