participant_id,total_points
8,14.707142857142857
15,8.596654995331466
10,5.658193277310924
13,5.374369747899159
5,3.9037617220801364
1,3.6101418828400926
11,3.20306905370844
2,3.055302338326635
9,2.729489404457435
16,2.6383555596151504
3,2.6037617220801366
7,2.468444870701904
12,2.3400788576300084
6,1.7436373969877805
14,1.6515406162464985
4,1.6160556976413754
