participant_id,total_points
4,21.00585137085137
16,16.96611111111111
10,16.519992784992784
5,15.556111111111111
2,15.046136363636364
14,14.877896825396826
9,14.667222222222222
15,13.548055555555555
6,13.201096681096681
13,13.025
12,12.764007936507937
17,12.471507936507937
8,11.889318181818181
3,11.109166666666667
7,10.221111111111112
11,9.94459595959596
1,8.086818181818181
